model,threshold,net_benefit,frac_above,n_imp,split,horizon_y
rsf_cr,0.075,0.0011056510867598578,0.042354310277325516,30,cv,5.0
rsf_cr,0.08,0.0008632584942149904,0.03557575217559179,30,cv,5.0
rsf_cr,0.085,0.0006440210349979084,0.02962368944726603,30,cv,5.0
rsf_cr,0.09,0.000503876621190209,0.024441960368183302,30,cv,5.0
rsf_cr,0.095,0.0004112263390940179,0.020047305452277384,30,cv,5.0
rsf_cr,0.1,0.00031390969122921354,0.016330641350689463,30,cv,5.0
rsf_cr,0.125,4.3149752196134084e-05,0.005361824608015466,30,cv,5.0
rsf_cr,0.15,7.587930418472938e-06,0.0015398572736183,30,cv,5.0
rsf_cr,0.2,4.511388499626939e-06,7.965244533007164e-05,30,cv,5.0
rsf_naive,0.001,0.014884179461235495,0.7362067615475795,30,cv,5.0
rsf_naive,0.002,0.01412598010029811,0.6430941329898828,30,cv,5.0
rsf_naive,0.003,0.013469718880964364,0.5814669010338618,30,cv,5.0
rsf_naive,0.004,0.012893853035614182,0.5361038883893735,30,cv,5.0
rsf_naive,0.005,0.012365747959375489,0.4998887565848271,30,cv,5.0
rsf_naive,0.006,0.011876001102454027,0.4693721497249966,30,cv,5.0
rsf_naive,0.007,0.011424792605184591,0.4428627358859917,30,cv,5.0
rsf_naive,0.008,0.010989987712563641,0.4192032595400679,30,cv,5.0
rsf_naive,0.009,0.010594905330439662,0.39773733053604743,30,cv,5.0
rsf_naive,0.01,0.010229446574860692,0.3783423651106089,30,cv,5.0
rsf_naive,0.011,0.00987554413101235,0.3605002173566728,30,cv,5.0
rsf_naive,0.012,0.009532483278291929,0.34409694377617395,30,cv,5.0
rsf_naive,0.013,0.009218035778376746,0.328971079412138,30,cv,5.0
rsf_naive,0.014,0.008929427992258163,0.314944418793657,30,cv,5.0
rsf_naive,0.015,0.008655930575011577,0.3019764606773428,30,cv,5.0
rsf_naive,0.016,0.008391043384984602,0.28993058086883267,30,cv,5.0
rsf_naive,0.017,0.008149512723416682,0.27877275832368054,30,cv,5.0
rsf_naive,0.018,0.007921439539010162,0.2683382879854412,30,cv,5.0
rsf_naive,0.019,0.007704008285264635,0.2585132263560491,30,cv,5.0
