state,split,contrast,horizon_y,metric,est,lo,hi,lo_rubin,hi_rubin,se,fmi,df,m,ci_excludes_zero
ensemble,cv,deephit - nfg,15.0,nb_all_at_0.01,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
ensemble,cv,deephit - nfg,15.0,nb_all_at_0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
ensemble,cv,deephit - nfg,15.0,nb_all_at_0.03,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
ensemble,cv,deephit - nfg,15.0,nb_all_at_0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
ensemble,cv,deephit - nfg,15.0,nb_all_at_0.075,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
ensemble,cv,deephit - nfg,15.0,nb_all_at_0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
ensemble,temporal,deephit - nfg,5.0,mean_pred,0.0020294404899080594,0.0008368771523237228,0.0034239558968693017,0.0003573835989808178,0.003701497380835301,0.0007994601319445716,1.0840910508750214,19.20917531026945,30,True
ensemble,temporal,deephit - nfg,5.0,obs_cif,0.0,0.0,0.0,0.0,0.0,0.0,0.00021438523551789654,9326.000643017896,30,False
ensemble,temporal,deephit - nfg,5.0,eo,0.1467647393544515,0.059345167875289914,0.2562982738018036,0.025392730447280437,0.2681367482616226,0.059526427413492844,0.9961737044387018,31.208975735864083,30,True
ensemble,temporal,deephit - nfg,5.0,calib_intercept,-0.052612567941347756,-0.12994210720062255,0.03677313849329949,-0.14586258354734294,0.040637447664647434,0.04596305849597162,0.9384519765081604,35.64101190197801,30,False
ensemble,temporal,deephit - nfg,5.0,calib_slope,0.045056692759195965,-0.09497917592525482,0.1689181342720986,-0.08400695530849775,0.17412034082688968,0.06505597001791859,0.5507150788300161,100.35198949184601,30,False
